feature,repeat,importance,fold,model
race,2,0.0002156078766179237,3,Histogram gradient boosting
income_category,1,0.00011471194467510548,3,Histogram gradient boosting
income_category,2,-3.27987637881999e-05,3,Histogram gradient boosting
diagnosis_group,1,0.006173008182457779,3,Histogram gradient boosting
diagnosis_group,2,0.007998240034862658,3,Histogram gradient boosting
diagnosis_class,1,0.008547689116910256,3,Histogram gradient boosting
diagnosis_class,2,0.008218891874003598,3,Histogram gradient boosting
diabetes,1,-0.0002219297211162874,3,Histogram gradient boosting
diabetes,2,-7.968743610325957e-05,3,Histogram gradient boosting
dementia,1,0.000277556389293665,3,Histogram gradient boosting
dementia,2,0.00035162615973394207,3,Histogram gradient boosting
cancer_status,1,0.00015498945390246543,3,Histogram gradient boosting
cancer_status,2,-0.00019379979584416285,3,Histogram gradient boosting
age,1,0.0015479045381732448,4,Histogram gradient boosting
age,2,0.0005958412043247652,4,Histogram gradient boosting
years_of_education,1,0.00022904183186256422,4,Histogram gradient boosting
years_of_education,2,5.00265952407819e-06,4,Histogram gradient boosting
number_of_comorbidities,1,-0.0001345628049157499,4,Histogram gradient boosting
number_of_comorbidities,2,0.00038302400008938253,4,Histogram gradient boosting
hospital_day_at_study_entry,1,0.006719907737408298,4,Histogram gradient boosting
hospital_day_at_study_entry,2,0.0040786263524367206,4,Histogram gradient boosting
mean_arterial_pressure,1,0.0017780001024615688,4,Histogram gradient boosting
mean_arterial_pressure,2,0.0014580935101385362,4,Histogram gradient boosting
white_blood_cell_count,1,-0.00015620841653385398,4,Histogram gradient boosting
white_blood_cell_count,2,0.0010900228153665203,4,Histogram gradient boosting
heart_rate,1,0.0008571568868893653,4,Histogram gradient boosting
heart_rate,2,0.0013217199172395333,4,Histogram gradient boosting
respiratory_rate,1,-0.00037795439150675736,4,Histogram gradient boosting
respiratory_rate,2,0.0001746788301216773,4,Histogram gradient boosting
temperature,1,-0.00020596615584367317,4,Histogram gradient boosting
temperature,2,-0.0007087859490960136,4,Histogram gradient boosting
pao2_fio2_ratio,1,0.0007300298333944577,4,Histogram gradient boosting
pao2_fio2_ratio,2,0.0013987384079505172,4,Histogram gradient boosting
albumin,1,0.0014676008538673513,4,Histogram gradient boosting
albumin,2,0.0013371003128279935,4,Histogram gradient boosting
bilirubin,1,0.002444109999425015,4,Histogram gradient boosting
bilirubin,2,0.002177960726659822,4,Histogram gradient boosting
creatinine,1,0.0032298312214400493,4,Histogram gradient boosting
creatinine,2,0.0017642386239624108,4,Histogram gradient boosting
sodium,1,-0.00012115982656171753,4,Histogram gradient boosting
sodium,2,-0.00035359409343413417,4,Histogram gradient boosting
arterial_ph,1,0.000512648633021473,4,Histogram gradient boosting
arterial_ph,2,0.0006265836908468658,4,Histogram gradient boosting
glucose,1,0.00019500186051790713,4,Histogram gradient boosting
glucose,2,0.0005660911586181927,4,Histogram gradient boosting
blood_urea_nitrogen,1,0.0017445896840612707,4,Histogram gradient boosting
blood_urea_nitrogen,2,0.0015726325974421695,4,Histogram gradient boosting
urine_output,1,0.00022958633486278024,4,Histogram gradient boosting
urine_output,2,0.0006100679522850483,4,Histogram gradient boosting
adl_patient_reported,1,0.03526218053525021,4,Histogram gradient boosting
adl_patient_reported,2,0.03253471801680821,4,Histogram gradient boosting
adl_surrogate_reported,1,0.0015254538430733433,4,Histogram gradient boosting
adl_surrogate_reported,2,0.001629598746281019,4,Histogram gradient boosting
sex,1,0.00017548909837833415,4,Histogram gradient boosting
sex,2,0.00023706473309925702,4,Histogram gradient boosting
race,1,0.00046423927516620056,4,Histogram gradient boosting
race,2,0.00045430775215826724,4,Histogram gradient boosting
income_category,1,-7.843285825567814e-05,4,Histogram gradient boosting
income_category,2,-7.460454154833984e-05,4,Histogram gradient boosting
diagnosis_group,1,0.0071284948288458105,4,Histogram gradient boosting
diagnosis_group,2,0.007120602831621331,4,Histogram gradient boosting
diagnosis_class,1,0.00825152459926265,4,Histogram gradient boosting
diagnosis_class,2,0.007733711171209301,4,Histogram gradient boosting
diabetes,1,4.09428478834184e-05,4,Histogram gradient boosting
diabetes,2,6.717788324539509e-05,4,Histogram gradient boosting
dementia,1,7.560723182498119e-05,4,Histogram gradient boosting
dementia,2,-2.5683377645746575e-05,4,Histogram gradient boosting
cancer_status,1,-8.028295770290406e-06,4,Histogram gradient boosting
cancer_status,2,-0.00023846069737676334,4,Histogram gradient boosting
age,1,0.0004711292079012108,5,Histogram gradient boosting
age,2,0.0038795148536642232,5,Histogram gradient boosting
years_of_education,1,0.0003920702364833828,5,Histogram gradient boosting
years_of_education,2,0.00017571041179959002,5,Histogram gradient boosting
number_of_comorbidities,1,0.0009802412192757293,5,Histogram gradient boosting
number_of_comorbidities,2,0.0009562092230307739,5,Histogram gradient boosting
hospital_day_at_study_entry,1,0.009507379196210752,5,Histogram gradient boosting
hospital_day_at_study_entry,2,0.008335293084051482,5,Histogram gradient boosting
mean_arterial_pressure,1,0.002008554656433792,5,Histogram gradient boosting
mean_arterial_pressure,2,0.002289748179354678,5,Histogram gradient boosting
white_blood_cell_count,1,0.0008220518732085513,5,Histogram gradient boosting
white_blood_cell_count,2,0.0011029754914624323,5,Histogram gradient boosting
heart_rate,1,0.0007885918787819413,5,Histogram gradient boosting
heart_rate,2,0.0007646908028327015,5,Histogram gradient boosting
respiratory_rate,1,0.0004315000687198922,5,Histogram gradient boosting
respiratory_rate,2,0.00029293294975230033,5,Histogram gradient boosting
temperature,1,0.00037570708632009286,5,Histogram gradient boosting
temperature,2,0.001072968179886502,5,Histogram gradient boosting
pao2_fio2_ratio,1,0.0015622870491079077,5,Histogram gradient boosting
pao2_fio2_ratio,2,0.0005589781101060232,5,Histogram gradient boosting
albumin,1,0.000528478207348887,5,Histogram gradient boosting
albumin,2,-0.00020136427051328787,5,Histogram gradient boosting
bilirubin,1,0.0011013837743641397,5,Histogram gradient boosting
bilirubin,2,0.0018160444402668396,5,Histogram gradient boosting
creatinine,1,0.0005900236421816918,5,Histogram gradient boosting
creatinine,2,0.001497303168688069,5,Histogram gradient boosting
sodium,1,1.8412932305561514e-05,5,Histogram gradient boosting
sodium,2,0.0004363374224616301,5,Histogram gradient boosting
arterial_ph,1,0.0005345341473561582,5,Histogram gradient boosting
arterial_ph,2,0.00010570347271376956,5,Histogram gradient boosting
glucose,1,0.000913989692592404,5,Histogram gradient boosting
glucose,2,0.000901208275388643,5,Histogram gradient boosting
blood_urea_nitrogen,1,-2.9529915615111868e-05,5,Histogram gradient boosting
blood_urea_nitrogen,2,0.0015425535443245042,5,Histogram gradient boosting
urine_output,1,0.0025422235803728155,5,Histogram gradient boosting
urine_output,2,0.001433833800569495,5,Histogram gradient boosting
adl_patient_reported,1,0.03034508499283467,5,Histogram gradient boosting
adl_patient_reported,2,0.03748820708005035,5,Histogram gradient boosting
adl_surrogate_reported,1,0.003680146513539928,5,Histogram gradient boosting
adl_surrogate_reported,2,0.004011519102697092,5,Histogram gradient boosting
sex,1,9.082435438159675e-05,5,Histogram gradient boosting
sex,2,9.559208641601868e-05,5,Histogram gradient boosting
race,1,2.3125389198463964e-05,5,Histogram gradient boosting
race,2,-8.23674389804907e-07,5,Histogram gradient boosting
income_category,1,-3.1586543862149874e-05,5,Histogram gradient boosting
income_category,2,4.37362609583547e-05,5,Histogram gradient boosting
diagnosis_group,1,0.008616560131155249,5,Histogram gradient boosting
diagnosis_group,2,0.009326058434196871,5,Histogram gradient boosting
diagnosis_class,1,0.004632942235604898,5,Histogram gradient boosting
diagnosis_class,2,0.0037944119456199132,5,Histogram gradient boosting
diabetes,1,-5.417661084963776e-05,5,Histogram gradient boosting
diabetes,2,-3.848088241059644e-05,5,Histogram gradient boosting
dementia,1,-0.00030485561532431205,5,Histogram gradient boosting
dementia,2,-0.00040605173735722144,5,Histogram gradient boosting
cancer_status,1,0.00026313435888580816,5,Histogram gradient boosting
cancer_status,2,-7.849820654237671e-05,5,Histogram gradient boosting
